,Term,Label,doc_present,rdf_present,Definition
8040,foreign flag aircraft,,True,False,An aircraft owned or operated by a foreign government or a non-US
8041,carrier,,True,False,
8042,indoctrination,,True,False,Formal instruction to an individual approved for access to SCI regarding  program-unique information and program-specific security requirements and responsibilities
8043,inspectable space,,True,False,"The three-dimensional space surrounding equipment that processes classified  or sensitive information within which TEMPEST exploitation is not considered practical or  where legal authority to identify and remove a potential TEMPEST exploitation existsInspectable space may include parking areas around the facility which are owned or randomly  inspected daily by the organization, public roads along which parking is not allowed, heavily  wooded or other undeveloped areas with restricted vehicular access, and any areas where USsecurity personnel have unannounced 24-hour access"
8044,non-repudiation,,True,False,"Defined in Reference ac)SIOThe highest ranking military or civilian individual charged with direct foreign intelligence  missions, functions, or responsibilities within a department, agency, component, command, or  element of a DoD intelligence organizationSCIDefined in Reference (d)"
8045,working materials,,True,False,Those materials created during preparation of finished accountable  documents and material\tMANUAL'
8046,closed storage,,True,False,The storage of classified information in properly secured GSA approved security  containers
8047,construction surveillance technician,,True,False,"A TOP SECRET/SCI-cleared UScitizen who is  experienced in construction, and assigned to a project for the purpose of ensuring the security  integrity of a site, building, SCIF, and materials and items that are scheduled for use or inclusion  in a SCIFcontinuous SCIF operationA SCIF that is staffed and operated on a 24 hours a day, 7 days a  week basis"
8048,controlled area,,True,False,"Any area to which entry is subject to restrictions or control for security reasonsEAP destruction priorities     Priority 1Material that should be destroyed first in the event that emergency destruction of  classified material becomes necessaryMaterial to be considered Priority 1 includes all  cryptographic equipment and documentsPriority 2Material that should be destroyed following destruction of Priority 1 material in  the event that emergency destruction of classified material becomes necessaryTypes of  material to be considered Priority 2 include all operational SCI material which might divulge  targets, documents concerning compartmented projects, and collateral TOP SECRET materialPriority 3Material that should be destroyed following destruction of Priority 1 and 2  material in the event that emergency destruction of classified material becomes necessaryTypes  of material to be considered Priority 3 include administrative SCI material and any collateral  classified material (eg, SECRET or CONFIDENTIAL material) not included under Priority 1 or  Priority 2"
8049,electronic processing,,True,False,"The capture, storage, manipulation, reproduction, or transmission of data  in all forms by any electronically-powered deviceEquipment is considered to be electronically  processing if it is manipulating data, not just because it is turned onThe classification level  processed depends on the classification level of the data, not the accredited classification level of  the systemThis definition includes, but is not limited to, computers and their peripheral  equipment, word processors, office equipment, telecommunications equipment, facsimiles, and  electronic accounting machinesChange 2, 11/02/2020                 GLOSSARY 54     fixed facility checklistChecklist used by CSAs to determine whether construction requirements  for permanent SCIFs as required in Reference (g) have been metGOCO SCIFA SCIF owned by the USG and operated under contract by a non-government  entity"
8050,open storage,,True,False,"Storage of classified information within an approved facility where securing  classified information in GSA approved storage containers while the facility is not occupied by  authorized personnel is not requiredPDSA wire line or fiber optics telecommunications system with adequate electrical,  electromagnetic, and physical safeguards to permit its use for the transmission of unencrypted  SCI through lesser classified or uncontrolled areaspermanent SCIFPermanent structures (buildings, offices, etc) built to SCIF standards,  including semi-permanent structures (truck-mounted or towed military shelters, prefabricated  modular trailers, or buildings), aircraft, and surface and subsurface vesselsRED/BLACK conceptSeparation of electrical and electronic circuits, components, equipment,  and systems that handle national security information (RED) in electrical form from those that  handle non-national security information (BLACK) in the same formUnder this concept, RED  and BLACK terminology is used to clarify specific criteria relating to, and to differentiate  between, such items as circuits, components, equipment, and systems and also the areas where  they are containedRED equipmentA term applied to equipment that processes unencrypted NSI that requires  protection during electrical or electronic processingRED optical fiber lineAn optical fiber that carries a RED signal or that originates or terminates  in a RED equipment or systemRED lineAn optical fiber or a metallic wire that carries a RED signal or that originates or  terminates in a RED equipment or systemRED wire lineA metallic wire that carries a RED signal or that originates or terminates in a  RED equipment or systemChange 2, 11/02/2020                 GLOSSARY 55   restricted areaA CAA established to safeguard classified material that, because of its size or  nature, cannot be adequately protected during working hours by the usual safeguards, but that is  capable of being stored during non-working hours in an approved repository or secured by other  methods approved by the CSASTCA single number rating used in industry that describes the sound attenuation of an acoustic  barrier and consolidates its performance across a specified frequency rangeAn STC rating of  45 indicates that loud speech is not audibleAn STC rating of 50 indicates that very loud sounds  such as music or speech amplified through speakers can only be faintly heardSSMA designated TOP SECRET/SCI-cleared USG representative responsible to the COR for  all site security matters involving SCIF construction projectsTEMPESTDefined in Reference (ac)TEMPEST addendumAn addendum to the FFC that provides information to the CTTA to aid  in the determination of what TEMPEST countermeasures, if any, need to be applied to the SCIFTSWAA facility temporarily accredited to handle, process, or discuss classified information, to  include SCIThe facility may not be used more than 40 hours per month and the accreditation  may not exceed 12 months at any given locationSCI information may not be stored in a  TSWA"
8051,threat rating criteria     critical,,True,False,Indicates that a definite threat to USassets exists because the adversary has the  capability and intent to attack and the assets are targeted on a fairly recurring basis
8052,high,,True,False,Indicates that a credible threat to USassets exists based on knowledge of the  adversarys capability and intent to attack and on related incidents at similar facilities
8053,assets,,True,False,\tMANUAL'
8054,authorized audience,,True,False,"DoD audiences overseas only comprised of DoD personnel, military  retirees,  and selected personnel of the Department of State and other Department of State- affiliated USGovernment agenciesCombatant CommandA unified or specified command with a broad continuing mission under a  single commander established and so designated by the President, through the Secretary of  Defense and with the advice and assistance of the Chairman of the Joint Chiefs of StaffCombatant Commands typically have geographic or functional responsibilitiesCountry TeamA council usually composed of the senior members of the USEmbassy staff  and other USGovernment agencies in a particular countryActual makeup of the Country  Team is determined by the ambassador or the senior foreign service officer in that countryDMAA field activity under the authority, direction, and control of the ATSD(PA) that  contributes to DoD operational readiness and combat effectiveness through development of  policies, guidelines, standards, training, and central management of DoD internal information  programs including AFRTS, the Pentagon Channel, print publications, news media, internet  operations, the Defense Information School, and audiovisual and visual information activitiesDMA/TSPlans, manages, and implements all broadcast media and production infrastructure  and systems including satellite and telecommunications networksChange 1, 08/14/2020 GLOSSARY 21   DoD personnelActive duty military and civilian members of DoD, including their family  members, and DoD contractorsDTHThe worldwide satellite distribution systems that provide multiple channels of radio and  TV news, sports, and entertainment programming directly to USviewers living off military  installations overseasDTSThe worldwide satellite distribution system that provides multiple Navy-themed channels  of TV news, sports and entertainment programming for ships and other authorized overseas  audiencesMSCA USNavy organization that controls most of the replenishment and military transport  ships of the NavyRTPOAcquires, produces, and approves radio and TV spot announcements for supported  clients distributed via AFRTS and the Pentagon Channel"
8055,regional command,,True,False,"Manages and directs AFN outlets in their theaterState Department employeesAn authorized State Department employee is a State Department  direct hire, full-time USGovernment employee who is a UScitizen occupying a position at an  embassy or consulate, or who is attached to an embassy on official State Department orders for a  State Department sanctioned mission"
8056,activity security manager,,True,False,"The individual specifically designated in writing and responsible for  the activitys information security program, which ensures that classified information (except  SCI which is the responsibility of the SSO appointed by the senior intelligence official) and CUI  are properly handled during their entire life cycleThis includes ensuring information is  appropriately identified, marked, stored, disseminated, disposed of, and accounted for, as well as  providing guidance on the handling of security incidents to minimize adverse effects and ensure  that appropriate corrective action is takenThe security manager may be assigned  responsibilities in other security disciplines such as personnel and physical security, etcThe  activity security manager implements the information security program guidance established by  this Manual and the Component senior agency official"
8057,authorized person,,True,False,"A person who has a favorable determination of eligibility for access to  classified information, has signed an SF 312 nondisclosure agreement, and has a need to know  for the specific classified information in the performance of official duties"
8058,automatic declassification,,True,False,The declassification of information based solely upon:   The occurrence of a specific date or event as determined by the OCA; or    The expiration of a maximum time frame for duration of classification established pursuant  to Reference (d)
8059,classification guidance,,True,False,Any instruction or source that prescribes the classification of specific  information
8060,classification guide,,True,False,"A documentary form of classification guidance issued by an OCA that  identifies, for a specific subject, the elements of information that must be classified and  establishes the level and duration of classification for each such element"
8061,classified national security information,,True,False,"Information that has been determined pursuant to  Reference (d), or any predecessor order, to require protection against unauthorized disclosure  and is marked to indicate its classified status when in documentary form"
8062,classifier,,True,False,"An individual who makes a classification determination and applies a security  classification to information or materialA classifier may be an OCA or a person who  derivatively assigns a security classification based on a properly classified source or a  classification guideChange 2, 7/28/2020 84 GLOSSARY   collateral informationAll national security information classified Confidential, Secret, or Top  Secret under the provision of an Executive order for which special systems of compartmentation  (such as SCI or SAP) are not formally required"
8063,compilation,,True,False,An aggregation of preexisting items of information
8064,confidential source,,True,False,"Any individual or organization that has provided, or that may reasonably be  expected to provide, information to the United States on matters pertaining to the national  security with the expectation that the information or relationship, or both, are to be held in  confidence"
8065,date of original classification,,True,False,"The date a document is determined to be classifiedFor example,  classification would begin from the date a document is created, not from the date of any security  classification guide used to authorize classification of that documentdamage to the national securityHarm to the national defense or foreign relations of the United  States from the unauthorized disclosure of information, taking into consideration such aspects of  the information as the sensitivity, value, utility, and provenance of that information"
8067,declassification guide,,True,False,"Written instructions issued by a declassification authority that describes  the elements of information regarding a specific subject that may be declassified and the  elements that must remain classifiedMay also be a guide providing classification and  declassification instructions specifically for information that is 25 years old or older and of  permanent historical valueA declassification guide is the most commonly used vehicle for  obtaining ISCAP approval of 25-year exemptions from the automatic declassification provisions  of Reference (d)Defense Intelligence ComponentsAll DoD organizations that perform national intelligence,  Defense Intelligence, and intelligence-related functions, including: the Defense Intelligence  Agency; the National Geospatial-Intelligence Agency, the National Reconnaissance Office, the  National Security Agency/Central Security Service, and the intelligence elements of the Active  and Reserve components of the Military Departments, including the United States Coast Guard  when operating as a service in the Navy"
8068,downgrading,,True,False,"A determination by a declassification authority that information classified and  safeguarded at a specified level shall be classified and safeguarded at a lower levelelement of the Intelligence CommunitySee Intelligence CommunityChange 2, 7/28/2020 86 GLOSSARY   equityFor purposes of classification management, information originally classified by or under  the control of an agency"
8069,exempted,,True,False,"Nomenclature and marking indicating information has been determined to fall within  an enumerated exemption from automatic declassification in accordance with Reference (d)FGI   Information provided to the USGovernment by a foreign government or governments, an  international organization of governments, or any element thereof, with the expectation that the  information, the source of the information, or both, are to be held in confidenceInformation produced by the USGovernment pursuant to or as a result of a joint  arrangement with a foreign government or governments, or an international organization of  governments, or any element thereof, requiring that the information, the arrangement, or both,  are to be held in confidenceInformation received and treated as FGI pursuant to the terms of a predecessor order to  Reference (d)"
8070,file series,,True,False,"File units or documents arranged according to a filing system or kept together  because they relate to a particular subject or function, result from the same activity, document a  specific kind of transaction, take a particular form, or have some other relationship arising out of  their creation, receipt, or use, such as restrictions on access or useAlso documentary material,  regardless of its physical form or characteristics, that is arranged in accordance with a filing  system or maintained as a unit because it pertains to the same subject, function, or activity"
8071,file series exemption,,True,False,"An exception to the 25-year automatic declassification provisions of  Reference (d)This exception applies to entire blocks of records, ie, file series, within an  agencys records management programTo qualify for this exemption, the file series must be  replete with exemptible informationFOUOA protective marking to be applied to unclassified information when disclosure to the  public of that particular record, or portion thereof, would reasonably be expected to cause a  foreseeable harm to an interest protected by one or more provisions of the FOIAThis includes  information that qualifies for protection pursuant to the provisions of the Privacy Act of 1974, as  amendedSee Reference (bk) for detailed information on categories of information that may  qualify for exemption from public disclosureThe use of FOUO marking remains in effect until  the revised Volume 4 of this Manual is releasedFRDInformation removed from the RD category upon a joint determination by the Department  of Energy (or antecedent agencies) and the Department of Defense that such information relates  primarily to the military utilization of atomic weapons and that such information can be      Change 2, 7/28/2020 87 GLOSSARY   safeguarded adequately as classified defense informationFor purposes of foreign  dissemination, this information is treated in the same manner as RDheads of DoD activitiesHeads, either military or civilian, of organizations, commands, and staff  elements subordinate to a DoD Component, with jurisdiction over and responsibility for the  execution of the organizations mission and functions, including its information security  programThe official may carry the title of commander, commanding officer, or director, or  other equivalent title"
8072,human intelligence source,,True,False,"People who provide intelligence directly; individuals associated with  organizations (such as foreign government entities and intelligence services) who willingly share  intelligence information with the United States; individuals and organizations who facilitate the  placement or service of technical collection means that could not succeed without their support;  and foreign citizens who are identified as of an intelligence interest to the United States with a  reasonable expectation that they will provide information or services in the futureInformation  that may reveal the identities of people upon whom the United States relies for information,  access to information, or cooperation leading to obtaining information is considered to  potentially reveal human intelligence sources"
8073,integral file block,,True,False,"A distinct component of a file series that should be maintained as a separate  unit to ensure the integrity of the recordsAn integral file block may consist of a set of records  covering either a specific topic or a range of time, such as a Presidential administration or a   5-year retirement schedule within a specific file series that is retired from active use as a groupFor purposes of automatic declassification, integral file blocks shall contain only records dated within 10 years of the oldest record in the file block"
8074,international program,,True,False,"Any program, project, contract, operation, exercise, training, experiment,  or other initiative that involves a DoD Component or a DoD contractor and a foreign      Change 2, 7/28/2020 88 GLOSSARY   government, international organization, or corporation that is located and incorporated to do  business in a foreign country"
8075,need to know,,True,False,A determination that a prospective recipient requires access to specific classified  information in order to perform or assist in a lawful and authorized governmental function
8076,newly discovered records,,True,False,"Records that were inadvertently not reviewed prior to the effective  date of automatic declassification because the Agency declassification authority was unaware of  their existenceOCAAn individual authorized in writing, either by the President, the Vice President, or by  agency heads or other officials designated by the President, to originally classify information  (ie, to classify information in the first instance)"
8077,original classification,,True,False,"An initial determination that information requires, in the interests of  national security, protection against unauthorized disclosure"
8078,pass/fail,,True,False,A declassification technique that regards information at the full document levelAny  exemptible portion of a document may result in exemption (failure) of the entire documentDocuments that contain no exemptible information are passed and therefore declassifiedDocuments that contain exemptible information are failed and therefore exempt from automatic  declassification
8079,permanent records,,True,False,"Any Federal record that has been determined by NARA to have sufficient  value to warrant its preservation in the National Archives of the United StatesPermanent  records include all records accessioned by NARA into the National Archives of the United States  and later increments of the same records, and those for which the disposition is permanent on SF  115, Request for Records Disposition Authority, approved by NARA on or after May 14,  1973"
8080,permanently valuable records,,True,False,"See records having permanent historical valueRDAll data concerning design, manufacture, or utilization of atomic weapons; the production  of special nuclear material; or the use of special nuclear material in the production of energy, but  not data declassified or removed from the RD category pursuant to section 2162 of The Atomic  Energy Act of 1954, as amendedChange 2, 7/28/2020 89 GLOSSARY   recordsThe records of an agency and Presidential papers or Presidential records, as those terms  are defined in Reference (av), including those created or maintained by a USGovernment  contractor, licensee, certificate holder, or grantee that are subject to the sponsoring agencys  control in accordance with the terms of the contract, license, certificate, or grantrecords having permanent historical valueRecords that the Archivist of the United States has  determined should be maintained permanently in accordance with Reference (av)"
8081,redaction,,True,False,"For purposes of declassification, the removal of exempted information from copies of  a document"
8082,released to the public,,True,False,Made available to the general public through any publicly accessible  media or method
8083,safeguarding,,True,False,"Measures and controls that are prescribed to protect classified informationSAPA program established for a specific class of classified information that imposes  safeguarding and access requirements that exceed those normally required for information at the  same classification levelIn the Department of Defense, any DoD program or activity (as  authorized in Reference (d)), employing enhanced security measures (eg, safeguarding, access  requirements), exceeding those normally required for collateral information at the same level of  classification, shall be established, approved, and managed as a DoD SAP in accordance with  Reference (q)"
8084,scheduled records,,True,False,"All records that fall under a NARA-approved records control scheduleSCIClassified information concerning or derived from intelligence sources, methods, or  analytical processes that is required to be handled within formal access control systems  established by the Director of National Intelligence"
8085,security classification guide,,True,False,A documentary form of classification guidance issued by an OCA  that identifies the elements of information regarding a specific subject that must be classified and  establishes the level and duration of classification for each such element
8086,security clearance,,True,False,"A determination that a person is eligible in accordance with the standards of  Reference (s) for access to classified informationChange 2, 7/28/2020 90 GLOSSARY   self-inspectionThe internal review and evaluation of individual DoD Component activities and  the DoD Component as a whole with respect to the implementation of the information security  program established in accordance with References (b), (d) and (f), and this Manual"
8087,telecommunications,,True,False,"The preparation, transmission, or communication of information by  electronic means"
8088,transferred records,,True,False,Records transferred to agency storage facilities or a Federal records center
8089,collateral information,,True,False,"Information identified as classified national security information which is  not subject to the enhanced security protections (eg, safeguarding, access requirements)  required for SCI or SAP informationCOSMICTOP SECRET material that belongs to NATO"
8091,dissemination control markings,,True,False,Markings that identify the expansion or limitation on the  distribution of information
8092,document face,,True,False,"The first page, title page or front cover of the document   element of the Intelligence CommunitySee Intelligence CommunityFGIInformation provided to the USGovernment by a foreign government or governments, an  international organization of governments, or any element thereof, with the expectation that the  information, the source of the information, or both, are to be held in confidenceInformation produced by the USGovernment pursuant to or as a result of an arrangement  with a foreign government or governments, or an international organization of governments, or  any element thereof, requiring that the information, the arrangement, or both, are to be held in  confidence and to which the US Government does not have Defense Purpose RightsInformation received and treated as Foreign Government Information pursuant to the terms  of a predecessor order to Reference (d)Change 4, 7/28/2020 110 GLOSSARY   file series exemptionAn exception to the 25-year automatic declassification provisions of  Reference (d)This exception applies to entire blocks of records, ie, file series, within an  agencys records management programTo qualify for this exemption, the file series must be  replete with exemptible information"
8093,foreground information,,True,False,"Classified or unclassified information developed as part of an  International Cooperative Program to which the USDoD has Defense Purpose RightsFOUOA protective marking to be applied to unclassified information when disclosure to the  public of that particular record, or portion thereof, would reasonably be expected to cause a  foreseeable harm to an interest protected by one or more provisions of the Freedom of  Information ActThis includes information that qualifies for protection pursuant to the  provisions of the Privacy Act of 1974, as amendedSee DoD 54007-R (Reference (al)) for  detailed information on categories of information that may qualify for exemption from public  disclosureThe use of FOUO marking remains in effect until the implementation of the CUI  DoDIFRDInformation removed from the RD category upon a joint determination by the  Departments of Energy and Defense that such information relates primarily to the military  utilization of atomic weapons"
8094,page marking,,True,False,"Banner marking at top and/or bottom of an interior page of a documentRDAll data concerning design, manufacture, or utilization of nuclear weapons; the production  of SNM; and the use of SNM for production of energy, but not data declassified or removed  from the RD category pursuant to section 2162 of The Atomic Energy Act of 1954, as amendedSAPA program established for a specific class of classified information that imposes  safeguarding and access requirements that exceed those normally required for information at the  same classification levelIn the DoD, any DoD program or activity (as authorized in Reference  (d)), employing enhanced security measures (eg, safeguarding, access requirements), exceeding  those normally required for collateral information at the same level of classification, shall be  established, approved, and managed as a DoD SAP in accordance with Reference (ae)SCIClassified national intelligence information concerning, or derived from, intelligence  sources, methods or analytical processes that requires handling within formal access control  systems established by the DNISigma 14 informationThe subcategory of RD and FRD consisting of sensitive information  (including bypass scenarios) concerning the vulnerability of nuclear weapons to a deliberate  unauthorized nuclear detonationSNMDefined in Reference (ak)"
8095,source document,,True,False,"An existing document that contains classified information that is incorporated,  paraphrased, restated, or generated in new form into a new document"
8096,tetragraph,,True,False,"A sequence of four letters used to represent an international organization, alliance or  other grouping of countries and international organizations"
8097,trigraph,,True,False,A sequence of three letters used to represent a countryAlso called country code
8098,wiki,,True,False,"A collaborative website that allows users to modify previously posted content by adding,  deleting or editing the information"
8099,working paper,,True,False,Documents and material accumulated or created in the preparation of finished  documents and material\tENCLOSURE 1 \tREFERENCES \tENCLOSURE 2 \tENCLOSURE 3 \tENCLOSURE 4'
8100,gov/treaties/index,,True,False,"html) at the time of exportUnited States and its territoriesThe 50 states, the District of Columbia, Puerto Rico, Guam,  American Samoa, the United States Virgin Islands, Wake Island, Johnston Atoll, Kingman Reef,  Palmyra Atoll, Baker Island, Howland Island, Jarvis Island, Midway Islands, Navassa Island, and  Northern Mariana Islands"
8101,vault,,True,False,An area approved by the Head of the DoD Component which is designed and constructed  of masonry units or steel lined construction to provide protection against forced entry and which  is equipped with a GSA-approved vault door and lockA modular vault approved by the GSA  may be used in lieu of a vault
8102,violation,,True,False,"Any knowing, willful, or negligent action that could reasonably be expected to result  in an unauthorized disclosure of classified information; or     Any knowing, willful, or negligent action to classify or continue the classification of  information contrary to the requirements of Reference (d), its implementing directives, or this  Manual; or      Any knowing, willful, or negligent action to create or continue a special access program  contrary to the requirements of Reference (d), Reference (ag), or this Manual\tMANUAL \tAPPENDIX TO ENCLOSURE 3 \tPHYSICAL SECURITY STANDARDS \tTRANSMISSION AND TRANSPORTATION \tTRANSFER OF CLASSIFIED INFORMATION OR MATERIAL TO FOREIGN GOVERNMENTS \tDOJ MEDIA LEAK QUESTIONNAIRE  \tIT ISSUES FOR THE SECURITY MANAGER'"
8103,activity head,,True,False,See heads of DoD activities
8104,alarmed zone,,True,False,The totality of area covered by a premise control unit and the sensors it servesAustralian CommunitiesThe Australian Government entities with facilities and non- governmental facilities identified on the Department of States Directorate of Defense Trade  Controls website (http://www
8105,supporting counterintelligence organization,,True,False,"The MDCO, as defined in DoDD 524006,  supports CI issues involving military and civilian personnelCI issues involving contractor  personnel are referred to the FBI"
8106,unfavorable national security determination,,True,False,A denial or revocation of eligibility for access  to classified information and or to occupy a sensitive position
8107,valid passport,,True,False,"A passport that is current (ie, has not expired and has not been cancelled or  revoked)"
8108,temporary waiver,,True,False,"A suspension, for a short, well-defined time period, of a requirement or  procedure with the intention of reinstating it at the end of that time period"
8109,transportation network company,,True,False,"An entity outside of the Department of Defense that  provides a commercial transportation service to a rider, including a company that uses a digital  network to connect riders to drivers for the purpose of providing transportation"
8110,trusted traveler access,,True,False,"A type of access where an individual is granted entry to the installation  based on another authorized persons verification of their identity, fitness, and purpose"
8111,unescorted access,,True,False,"A type of access where an individual is able to travel unaccompanied on an  installation   USIDSometimes called the TESLIN or the Dependent or Retiree ID CardIncludes the DD  Form 2 (Retired, Reserve, and Reserve Retired versions), DD Form 1173 and 1173-1, DD Form  2765, and the DoD Civilian Retiree Card as described by DoDI 100013 and Volumes 1 and 2 of  DoDM 100013"
8112,horizontal classification,,True,False,"Classification of information associated with more than one system,  plan, program, project, or mission at the same level by all involved activities and organizationsIR&DResearch and development effort that is neither sponsored by a grant, nor required in  performing a contract, and which falls under any of the following four areas:   Applied researchBasic researchDevelopmentSystems and other concept formulation studies"
8113,military operations information,,True,False,"Information pertaining to a strategic or tactical military action,  including training, movement of troops and equipment, supplies, and other information vital to  the success of any battle or campaignNSIInformation that has been determined, pursuant to Reference (d), or any predecessor order,  to require protection against unauthorized disclosureOCAAn individual authorized in writing, either by the President, the Vice President, or by  agency heads or other officials designated by the President, to originally classify information  (ie, to classify information in the first instance)Reference (f) provides guidance on  designation of OCAsChange 2, 09/15/2020 GLOSSARY 54   RDAll data concerning design, manufacture, or utilization of atomic weapons; the production  of special nuclear material; or the use of special nuclear material in the production of energy, but  not data declassified or removed from the RD category pursuant to section 2162 of the Atomic  Energy Act of 1954, as amended\tMANUAL'"
8114,adversary,,True,False,"An individual, group, organization, or government that must be denied critical  informationCILA list of critical information that has been fully coordinated within an organization and  approved by the senior decision maker, and is used by all personnel in the organization to  identify unclassified information requiring application of OPSEC measuresCIPDefined in Reference (e)"
8115,38   critical information,,True,False,Defined in the DoD Dictionary of Military and Associated Terms  (Reference (l))
8116,vulnerability analysis,,True,False,"A process that examines a friendly operation or activity from the point of  view of an adversary, seeking ways in which the adversary might determine critical information  in time to disrupt or defeat the operation or activity\tMANUAL \tPROGRAM MANAGEMENT \tPROGRAM MANAGEMENT'"
8117,banner line,,True,False,A display or listing at the top and bottom of a document page that conveys the  highest classification level of information contained in the document and the most restrictive  control markings applicable to the overall document
8118,portion marking,,True,False,"Using classification identifiers to independently mark sections, parts, or  paragraphs as classified materialThe classification of each portion depends solely upon the  content of that portionPortion markings shall be placed immediately preceding the material or  data to remove any doubt as to the classification of a particular portionPSAThe Under Secretaries of Defense for Acquisition, Technology and Logistics, Policy, and  Intelligence are examples of designated PSAs in support of the Secretary of DefenseSAPDefined in Reference (e)SAP facilityA specific physical space that has been formally accredited in writing by the  cognizant PSO that satisfies the criteria for generating, safeguarding, handling, discussing, and  storing classified or unclassified program information, hardware, and materialsSCIDefined in Reference (e)\tMANUAL'"
8119,commendable,,True,False,"A commendable rating is assigned to a contractor or government location that  have fully implemented the security requirements in an effective fashion resulting in a  commendable security posture, compared with other contractor or government locations of  similar size and complexityThis rating denotes a security program with strong management  support, the absence of any serious security issues, and minimal administrative findings"
8120,cryptographic ignition key,,True,False,Device or electronic key to unlock the secure mode of cryptographic  equipmentCSODefined in Reference (h)
8121,finding,,True,False,"A deficiency that could pose a direct impact to the integrity of the SAPSecurity  requirements that are missing or deficient that could result in a loss or compromise of classified  informationGCOAny person who, by appointment in accordance with applicable regulations, has the  authority to enter into and administer contracts and make determinations and findings with  respect theretoThe term also includes the authorized representative of the contracting officerGPMAlso known as a commander or a directorThe GPM is responsible for management of  SAP(s)GSSOA government, or government support position, appointed in writing at a government  SAPF or organization by the Director or PM to provide security administration and managementThe GSSO receives SAP guidance from the PSO"
8122,inadvertent disclosure,,True,False,The involuntary unauthorized access to classified SAP or unclassified  HVSACO information by an individual without SAP access authorization
8123,inspection official,,True,False,"Government official with the authority to conduct SAP compliance  inspections for government and industry within their agency or organizationChange 2, 09/30/2020 GLOSSARY 48   investigationConducted for a security violation when the incident cannot be resolved via  inquiry or for incidents where an in-depth and comprehensive examination of the matter is  appropriate"
8124,loss,,True,False,"Occurs when classified information cannot be physically located or accounted for, such as  classified information or equipment is discovered missing during an audit and cannot be  immediately located"
8125,marginal,,True,False,"A marginal rating indicates a substandard security compliance programThis rating  signifies a serious finding in one or more security areas that could contribute to the eventual  compromise of classified information if left uncorrectedThe contractor or government  locations size, extent of classified activity, and inherent nature of the problem, are considered  before assigning this ratingA compliance security review is required within a specified period  to assess the actions taken to correct the findings that led to the marginal rating"
8126,mitigation measures,,True,False,Equivalent protective measures used in lieu of implementing the exact  wording of this volume of this manualEquivalent levels of protection will not be designed with  the intent to reduce or lessen the security requirements of this volume
8127,observation,,True,False,"A comment on any benchmark procedures, outstanding performers, or areas and  processes that could be managed more effectively and not deficient on meeting any policy"
8128,over flight,,True,False,"To fly over in an aircraft or spacecraftPSOA government, or government support position appointed in writing by the appropriate  Director CA SAPCO or designee, who is responsible for executing oversight and implementation  of SAP security requirements for a specific SAP, group of SAPs or geographical assigned  locationsThe PSO is appointed to oversee and execute SAP security with responsibilities  encompassing all security disciplinesThe PSO exercises these responsibilities on behalf of the  SAPCO"
8129,requirements,,True,False,Observations are made to identify options for the security compliance program  and do not require a response or any actions to be taken
8130,satisfactory,,True,False,"The most common rating which denotes that a contractor or government locations  security compliance program is in general conformity with the basic requirementsThis rating  may be assigned even though there were findings in one or more of the security elementsDepending on the circumstances, a satisfactory rating can be assigned even if there were isolated  serious findings during the security review"
8131,self-inspection,,True,False,"A physical verification of the security processes, procedures, and administrative  documentation that support the SAP"
8132,superior,,True,False,"Reserved for a contractor or government location that has consistently and fully  implemented the security requirements in an effective fashion resulting in a superior security  posture, compared with other contractor government locations of similar size and complexityThe contractor or government location must have documented procedures that heighten the  security awareness of the employees and that foster a spirit of cooperation within the security  communityThis rating requires a sustained high level of management support for the security  program and the absence of any serious security issuesFor more complex contractor  government locations, minimal administrative findings are allowable"
8133,unsatisfactory,,True,False,"Is assigned when circumstances and conditions indicate that the contractor or  government location has lost, or is in imminent danger of losing, its ability to adequately  safeguard the classified material in its possession or to which it has accessThis rating is  appropriate when the security review indicates that the contractor or governments security  compliance program can no longer preclude the disclosure of classified information to  unauthorized personsWhen an unsatisfactory rating is assigned, a compliance security review  must be conducted after a specified interval to assess the corrective actions taken before the  contractor or government locations security rating can return to the satisfactory level\tMANUAL \tGENERAL PROVISIONS AND REQUIREMENTS \tSAFEGUARDING CLASSIFIED INFORMATION \tCYBERSECURITY \tSETA PROGRAM \tSAP COMPLIANCE INSPECTIONS \tVISIT REQUEST PROCEDURES \tCONTRACTING'"
8134,continuous operation,,True,False,This condition exists when a SAPF is staffed 24 hours every day
8135,co-utilization,,True,False,Two or more organizations that share the same SAPFCTTADefined in Reference (k)
8136,site security manager,,True,False,"Defined in Reference (g)TEMPESTThe investigation and study of compromising emanationsT-SAPFSAPF designed to be temporary or such as those at sites for contingency operations,  emergency operations, and tactical military operations meeting the requirements of chapter 6 of  Reference (f)TSCMTechniques and measures to detect, neutralize, and exploit a wide variety of hostile and  foreign penetration technologies that are used to obtain unauthorized access to classified and  sensitive informationTSCM evaluationsA physical, electronic, and visual examination to detect technical  surveillance devices, technical security hazards, and attempts at clandestine penetration"
8138,current investigation,,True,False,"An investigation not older than 5 years from the closed date of the  previous investigationIndividuals who have submitted their SF 86 via e-QIP and the approved      Change 2, 10/30/2020                 GLOSSARY 26   security clearance database shows submitted or open investigation prior to the expiration of the  previous investigation are deemed to be current"
8139,equivalent investigation,,True,False,An investigation equal to or greater in scope
